customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
e589a8bbf2391c4a76e74041c646dec8,bc06da4ef337c61d455d1e5b95ce9353,95084,caxias do sul,RS
e84608e3babe2d06427e6ce76335268c,b0c63a55c080a0c9e44bc9506bfe91dd,26520,nilopolis,RJ
a5e6bf4ac91d2a0df7e87ad00f4b35b9,159bbeaf58e0b4c5cdca4d998d669fdc,5011,sao paulo,SP
784901d3f22212ba0ea67576d2c41ffd,97b9d176749a7d6c492127e87c5fab0d,92310,canoas,RS
7186174ecd4121c35219e1874fc4eb48,e8da63b2f86c44c750599dbe9d95b7d2,32220,contagem,MG
363e4064dfc15766183c22445d40cbf5,1183d9b6d934edb97b5dce5cb4f33b19,39550,taiobeiras,MG
33fecdb758ed5ea2baaac2960295590c,a7f0fb9adf2304de209e45b094fb53de,12226,sao jose dos campos,SP
987e330d74e0482b2926096aa53470f7,81d767ed674c1bf4665e18c0eb0e8e18,60455,fortaleza,CE
8c555e6b3106e278f1c88251226cdb48,39e99ddb5ae1904f14cf42243a6641d4,93510,novo hamburgo,RS
ee517d3a38e003aabc2dc2b08a0bc6fb,1eb6f015c37dc8e3f5b531fbca809a49,81610,curitiba,PR
eba5d9240fe1c10851a9653595f90674,4a055e75b893bfa3d72f550bc325cf76,27175,pirai,RJ
a12365591fbc4f0ad1deaec3bef23605,b21ec1735698910d58c344e453cda6d2,85811,cascavel,PR
4cf7ca82e6a8dce7f133a986b20e82e0,986b90e1142e5a6ddd0c5864e9b3d79a,31310,belo horizonte,MG
08226425318d264796a7b7e32b9a1bf3,9f5416f562940d76100d4e950b05cfa7,11075,santos,SP
c761ebec64b4f7a47b094442b3dbfe0d,d4d43f25b59d9e22be5c238a77c52eb3,22040,rio de janeiro,RJ
d581eb6d9fd28fab7f1e4b19989f490d,e1759df850b705947d579706a107beaa,31330,belo horizonte,MG
33f94cb672301b24d91aac31b9ff9178,0d0f7471391c3a72f18f22c34fc5187e,91788,porto alegre,RS
e9e2fd0dc6e825e6ba932afa33273551,93ad1e0b5bd80a1cfd5d9fff1d198128,3975,sao paulo,SP
ae3f264a566530ebaeb52b2cc1559b5e,c40f5af81ed6752819b393aabc0e275d,55608,vitoria de santo antao,PE
a341731cfc9dd5db5a49fea0ac04f97b,f211894b1985adca8b6866556f7f6aec,12280,cacapava,SP
dcd82b51ed72861d202f5dc8b3ac8a19,34f92366f52d2b66d66c5766e15c4e3d,2757,sao paulo,SP
9c085bb96a09d4c216879ee1d44582d4,68404858b74fd9d52b315241733570c9,13344,indaiatuba,SP
2441083db7fffe0d6cff5a89a55fcd76,bcbe49135a6214760ea6ac719e45e765,88504,lages,SC
a0f1252b8378182f65bc311788d25d0c,65cdf5ca38fd0667a658101672cb46d1,13506,rio claro,SP
a5f4ce5c4e85ffdeec9c44b6da6288c1,df2303f3a52e675813bd5bb8152ba3ba,2319,sao paulo,SP
60ba4ae55efbc6dc0e428fc0f1fe0acb,5f187d7a9ce17aff3891b14692db3911,11451,guaruja,SP
32b84239e3f3904ac162d832454770c7,a666bec8af192f2238a0b719a7063a00,23093,rio de janeiro,RJ
f1f213fc2d98543b4d7a34d72754f880,11f4e46d548c0f96c60475576a0f6636,90010,porto alegre,RS
c986404d6cdb4c44f42b32e11f5b4296,85b940e2a3b147cde0f6e19990dc5cb5,11035,santos,SP
888b89909b823773e3a9676f72cbdc2a,fb3052d29cb67e5c4b22f9a44ae97fba,60842,fortaleza,CE
06d970f4d3006a575508a217a7acb7e5,d194eea5b8f6b67992f5a3ca32ac401c,93600,estancia velha,RS
b0962d2b8c090ec26077939595a5b00a,e0298e0626c3f75d94a60dc6628f27cc,54350,jaboatao dos guararapes,PE
74b207275c96418c3b8cf697b75db94c,ccc0bfa155686baf816eb6d8ae01e2e5,5625,sao paulo,SP
9b190196ea7f4ca95c4f5f94a4bfddfd,38963cccac7ddbf4819da22bdd569be7,88955,balneario gaivota,SC
1c188a043c24a9ba1fb58fab235989c0,7a3b3594aa73f3d60383e543cf3e13f8,18520,cerquilho,SP
571f9e60ad9942db4d49ea1a37343445,70f72887477b6d6a31e174834cb07187,64000,teresina,PI
eab17001b1d7cde27c1f1234af12d4e6,01bbbfc56b8ec1052e46f260226e34f9,22793,rio de janeiro,RJ
bdb7900162ab12a8d513a360dbca93d1,42bb902a6bb8846bd157d39bccc2fd68,57180,barra de sao miguel,AL
d2ee19af0e1f9c75e2a4f19a475980d6,3461b2163494df8af4389bae55a6372d,6414,barueri,SP
9379aa1c18e5838ac70d531dfa5505af,78a4308deaf42f0f5bc37c3ba4fc53e4,83750,lapa,PR
3517a15e565f703c87c0086d471b8b8c,9927357edf03e1a67cdc793de508c5d8,18550,boituva,SP
73ef39f6e02433d37c9831e22b783924,0367dccc4908227b00b0ca2371f31a0d,12580,roseira,SP
c0a56dec29214ca8e10a81ae440b6c5a,53d9311d650a3e6bdba4696a36ac72f8,74810,goiania,GO
764c697264e9c98080259f8640b5c49e,c15446109b7bd781f14dc695eca04143,20560,rio de janeiro,RJ
6645b9283b1f5f504d00cce41870864f,49746c4175293e1bdab705a1c0a4699d,79093,campo grande,MS
3be4ac356c3f5f24bfac0a0a60ad48d0,52ff299027b82ad5886b78d57dd8be1d,27580,itatiaia,RJ
9be414fa82e43d3fa9cea3b3cc00eae0,47c1a3033b8b77b3ab6e109eb4d5fdf3,6634,jandira,SP
d9ba2a5674d8261aeceb564ea6269927,26e8d473fbaef56f0f90930bb036fb89,77017,palmas,TO
f529a0fbe1ebd4622fb563b430cac7f5,90db37be54fd796a0fa73b7678e8b795,40150,salvador,BA
863c3f24261f7f0b1a300894d650b299,34ed577a045384a9d9df4bbab3601bea,22793,rio de janeiro,RJ
ccd522d435c739999d81c22b58f4b2fb,29a320c6171cd298488f738f26d0bd61,80010,curitiba,PR
ebfe7f31f9c0f96c6e0ce986e77a1359,00aafcd186fbd5da867f9b8df04518aa,28360,bom jesus do itabapoana,RJ
6aa501436836de38051dfc5fce054127,d2cdc1bc229c5e1848f8f7ce60a415f7,6823,embu das artes,SP
529466a3f8698370a8c824b088a9ba07,5b2a590fc1bf75d1dcd0b4020ddc8a5f,86811,apucarana,PR
d9cccfd1f0263ed3801c621a7a63b8ce,8191d3f089130ca0df2174d627102b96,1050,sao paulo,SP
1e7347c98af2c5dd3b24ef197d20e0ce,c26525a6863cd7b333a3bb8de64eff74,89176,trombudo central,SC
0176d6c1606400bd49c88871e15839bb,e359c198636cbca8537e6c073d2d9551,24421,sao goncalo,RJ
6355194d5dd91d52c9e79c84b5ee9774,04c83639f720ad66ffb6b8ba9afca9d6,78643,querencia,MT
d097afda041bfccfec121cf5b4b5b11e,6f99591f12f5335a920f80557e21f03d,22770,rio de janeiro,RJ
a55b85ff2960e23e05447c3c371899b0,44723e30324b2effd5a8247794af92c8,70680,brasilia,DF
7635534e464209718016b21fd2d2fcc6,b733ee1206d5a9380b95460deeda07d1,58428,campina grande,PB
f1d2dccf40e047efb9b678cde4a123cc,f714fd5260fc9d9f1b9628afe96e488a,93336,novo hamburgo,RS
fdb7c8642c7871242f295fde2b25bad6,e9bd60258117342273c84198e732b955,15910,monte alto,SP
c9e1bf85960698190ad550557fa852d3,e10c33b62b6a9803573369ae09da44cb,87501,umuarama,PR
dafe240fa4132e5da366caf9f6f9caaf,a5e706a547ea42fde80e3cff5316c84b,6950,juquitiba,SP
d08010b90306a39765dc8ea6b95c7d0f,7d2829c2222be0a081bcf2d4d3d540a5,93037,sao leopoldo,RS
824841f5112b77c04e832f5a46c2d733,903da68ad12a13ea58f14a292c0c50c6,12320,jacarei,SP
e64941affe5c05c4ac39ad03d69f8342,a5c62e7e896b7e6ed95d39714f51304a,11667,caraguatatuba,SP
a7089cdfb6b910afd377368f3335b1e5,e1271d8a2ce007bdd8b40df8a0ded843,9230,santo andre,SP
122ebc312342fd97b92fca93ee20ac06,fcb030a53d324f1642eeed9a05c75d7d,89282,sao bento do sul,SC
3e66d46ea1ea4b0c41a363bb6d9b7c86,5950eb8fef0ee900da7fb4809ed0dd4a,6315,carapicuiba,SP
4bcc37ebec377d9568249fe87c94f00f,6f204ac2e1cfd115fb0d35f4aa919c7f,6764,taboao da serra,SP
e7aec94ccc558cd76a77a8a64ba60f52,8be9e2ac8cd05c487471b69ef7687b38,5049,sao paulo,SP
db6331ea477ade9eb6cef50909c93230,1905e93efce7230225a12a8b9ce1238c,36700,leopoldina,MG
bcea0e501f387ea1941aff7b357c316d,e185c409705237e14313f1ea04f1699d,14060,ribeirao preto,SP
92aa8377d76dce02451719d307524fe7,8af636a8e9d58c32fab1d7d35fec369e,8240,sao paulo,SP
29d896af6952f87f4e4416e976985555,ed1cad5e10122c2c5dd56f8bf6a18576,79332,corumba,MS
be42f75f109a91a62d487847c82d7eaa,bb64a59eadc044eef240a4f8b988282e,93800,sapiranga,RS
b508f17766dbf8744877880acaf0be4c,5d8c53cc636f8d4d4a585625da580205,36400,conselheiro lafaiete,MG
cad2dc8d82cd9ccca487589a7fe62e6c,23f5ef949f4f54d239cadd6aa0ca48ed,11534,cubatao,SP
2ef3c7de1b6079d40773f9efb4bceab8,605e2c9d8eab9c7e0bfddeb7be5effde,76330,jaragua,GO
578614f14310499cb4a29f5a87ceab56,2d5e617e6b8b6e6eb40d0d4fc03179ec,95270,flores da cunha,RS
cc520e111caf2d8356003f5814dfb2f4,7107fb477c1cee6a2f0e7a6e7b0ede4c,6266,osasco,SP
f6a795133cf03ddb8785bae6a82825ed,e1abd1dec927a860e3233c33b728b49e,13735,mococa,SP
41098815d7b37701fd86f172aa473842,ce6fe00734c727c4543c7191f68d1ca0,4185,sao paulo,SP
0da4c4dfe3d09319f5f1db69f78336fc,2348b4de1e01715cab039ba3ce2dad8b,3737,sao paulo,SP
534a35b633f86d450cc51643df986b20,22368ffd50b3053231db9241f9d3b1fb,13342,indaiatuba,SP
921681820f5576cab1551e570e6dc62d,32f7cd86cc860327410a818ca1a98460,13211,jundiai,SP
e10996551bb1897b97c37e1f771e34af,54d757624bc4f049bcf411dbfc5b832d,46880,itaberaba,BA
5aca54e53eab097bf761383641913a4c,6c7666a9795b82caf72015ee45498b74,4405,sao paulo,SP
cfd124ffe38534e2575f94a6e1b9dd60,10ef6779ad649bb93e9560b52376b24e,55195,santa cruz do capibaribe,PE
f1b66f0324a631de414bc2bf62b5e915,ad85f34e57e670a213885286b6a6a93f,37556,pouso alegre,MG
2afc1d604e9a528a86dfc0beae4739c0,8234e6c1f994bc829649de4ac248ed0f,87265,quinta do sol,PR
98c6cbcc4341a06f0703f53a0f7a798e,23cd343c7de3187c4d3d5bc96b0e3f06,19500,martinopolis,SP
a3e787cc07eaef73b3bc59601867df94,760bf80deefbc99703ba045b6c0c1a34,13454,santa barbara d'oeste,SP
1e9d3655bb1078f29527381ed32c85d4,efcac27a9cb4afabc3e8769a348e739d,78580,alta floresta,MT
00a16acd591b4bb112f2e94c7d2f9936,873e5a11673ea73e58db17af95546fc5,28941,sao pedro da aldeia,RJ
069cc8646fca6d760e049d8a4bc0c334,c7a1aad0a8d345d73a52343e36daa6e9,8072,sao paulo,SP
273a44129c251f678de4a9fe152d9ed4,f9393bfe2de520787f6586a83abcfa79,6730,vargem grande paulista,SP
672612210e5061344b84fd4bf0028b86,f1ba7177a432443977dc3df9fa8dce63,90010,porto alegre,RS
766d92701a07c57f2b57f01fe97c4405,278256c4e23f585212de04f1ae53d9d2,83322,pinhais,PR
89ff417fc7831dcf69332bb5945e5a83,ccaa4459105c07d60df11ebba645f166,31255,belo horizonte,MG
b7b87d3282571fd06f494f2e5d7218bf,d9ff2c2a02516ec8114c1a4cabade69f,9861,sao bernardo do campo,SP
58eef387307ca6f5acbe151dbd4d1b10,70f437bf3a02c658a32b320b87e25127,6328,carapicuiba,SP
4b9966a134d8d1dc47d327095a63ece9,f588b3e8c3a92284c02a5f3b0728d987,5175,sao paulo,SP
3ec01ba0003c6a5bdea2b11f450c05dd,1aecc1804f168ed275ad536517843133,32260,contagem,MG
2a82d7cd3bb6eb87bf2ae493195d4fb3,36942bd30799251795cca03a1b16e004,22631,rio de janeiro,RJ
28431c7da08761c1ea2827009796a928,7cf08f01ab6a6a1365e1613989a65158,96740,arroio dos ratos,RS
5f9ffa50c97b5c99894ca8f4fb0ff5af,c2d3b935a9f246a1edf00661066603b7,18077,sorocaba,SP
4b56a0ddb5f1d77d435869636216210f,3dc950be1edf22b0ad33af44837df4e7,68627,paragominas,PA
bd07f957967b0f67e147585478c3f2c0,6627423ddfa79c28e4488b16b7b9d6c2,30865,belo horizonte,MG
2a24c9f16ef70dc2ccfe21c729df295d,73cef625584414927ff968509a11e8a9,39100,diamantina,MG
69e9a3d06551b6045a19d2e64b746473,bde74caf8848f8c4bf541c0098f0c9eb,90480,porto alegre,RS
fa9b3cd2e99e5241efe68dea5b19f1b0,a4b921391832d319f19756511cbdc484,39400,montes claros,MG
47729014fea93d77963794163d157644,29611352f130c330ea8b03e27c62d405,59507,alto do rodrigues,RN
a317ad435deb7beb5632846c5ffc9592,74fc9125eede6d44f2a1f33c877374e6,14062,ribeirao preto,SP
f5721b9d1b28be65390235aaf8576a30,0f12bdaf9d46e2e4915c3b24c73f3ac5,80030,curitiba,PR
ae8114bdde5d84caebb6e3a3a74a0c03,cbef69f1032025de55804dcad4877631,8230,sao paulo,SP
ecdb04ab71b746dfc341eba4f70fe64f,27891f64aa89e1e7a933b2862b583ee4,11750,peruibe,SP
782b4c4357dfe07b3677309d0ee61120,6cf5a61d865d979d060812cdb48ce484,86049,londrina,PR
c2b189b3302f679b82b0ebb778292f0c,4df708cabf0d092e540230827dae04de,21710,rio de janeiro,RJ
1a078bd3687da0e2d34c8eea463b975a,953116aed8f66769f1a834554cc4e020,96060,pelotas,RS
e66d33cb50becd445c9a52eeee37adbf,db8f7a5276f97221dacccbf8ef9fbbc9,42806,camacari,BA
75c7f286ce3498129e5b1cda16ec5cfe,dd33e31b3963afbc9bf2b882d3fadfe3,5616,sao paulo,SP
1c6279e4d8a3c29eeaa6e9b4a5925143,6cb48842b3e037bfaf046b60186b3a49,13272,valinhos,SP
1487098a1d83d17bd6b04c1fbe1aafb7,4eb363e11ae95699d3140a3ff117f8d2,39404,montes claros,MG
6aef8b4eabee28b90344d0d4611df15d,7c22a046cd18a2bfe87c79e63791c4d6,60335,fortaleza,CE
9dcae53ab538f590632153ae2554b1bc,083e578b18c8717ecbc7fa41c6e6a6aa,9111,santo andre,SP
cfe2274c73c9048dae0c6708138ddb47,19f67f29e98ad51ae3d788625e10c038,20921,rio de janeiro,RJ
e8122329558a42bd29d84ed6432cefe4,1c8cabeb197637a735759ca135fcc0af,2415,sao paulo,SP
2268cb48c219a752fc0a039a2c365568,a50a55d06f346f5e1a167832de7c3263,14790,guaira,SP
23a013f994d227fe094eb1d379891c58,05d814587e80f2e2846c144d4fb511bc,97110,santa maria,RS
352d9d94c26ab1aa2a06d5eabd10f020,5ea98ccf7ab339d0df0762211877c227,85812,cascavel,PR
542c3d356022131cf2dec11c24abba30,cfb025f193db116549c9c23e4d58e3e3,13041,campinas,SP
278a2cc7e2e7b90f0b62d57871a86fc3,981487ad8cc46b374cac102e632f99d7,70736,brasilia,DF
c96df6d3deff85d63641900cc83bd2e4,405f45b1bd4820a68c040a07210d0d51,65975,estreito,MA
7b63cba66b8e6d002e94d0990c1e2868,38c3bc2d6df03905e3e8d3d5b079acf4,22790,rio de janeiro,RJ
fd04bf849b36444f719850585a9b0e8a,97bc08e526795b17e1d4f642f77ae304,9993,diadema,SP
416e59b08933168cebeda1fc262a76eb,0d51034f3d6811dfd6c73b6b0f328a80,5588,sao paulo,SP
212f4bd964e2b455d2adaa4370aa4964,7e3ddeb77eebb835c1d0721b5e203791,9090,santo andre,SP
fe9db57b1fe84352125989acb12d3c68,d2d4ae284fb74a5b0f0f8af418a64b3f,1006,sao paulo,SP
f9e23c14e5ab7352006f43521f84b3d5,b6ccdcce8f60189ba221b69e1ee12401,45570,ipiau,BA
4b8aa85bd0844a2cfa46261b1afd9386,5845b9ba0fc652731bc389c5600302e0,52165,recife,PE
1752af45d5caebc15239fd7071e68990,d4b5e8243b9a0ba1b8f525681490739c,17340,barra bonita,SP
769c88c1b9d81bcd01d6061f2392c6d8,9c81e8d61f57d26174c0b7657940339d,15990,matao,SP
355acc2c291066f4d41f954918f11eef,b0004e82bf1f90c43ffe748ce54be94a,15042,sao jose do rio preto,SP
d31d9ee6ccc7152f0782b24bc5570add,b0ee7aeb838c0da4ed548629ae1607cf,14405,franca,SP
b7d4c9cf150b66854922a7a1d064f56d,9682c531e9491fca598e0a3ccdbc7cbc,6767,taboao da serra,SP
706cb4fa45140c2466f192e6d449f656,00651d97d964127ccfc0e2e55464876d,13042,campinas,SP
cdd203a140fbf5320bd06b0aa17aba3b,6fcb0c15d15d6cc8ba8a6ebcb8828ddb,3112,sao paulo,SP
bceaf8b12a79028075da3b7a36f1d6e7,2887d406026c92a31aefd39960663798,45810,porto seguro,BA
9a8bbd66115e373f060351c2383b5fa0,f883c98cb767e658c5b0e92b3ad65285,36307,sao joao del rei,MG
824e5cf114970042935600c0dc0c46de,b0c4d159d144823807e39529959ea76f,41337,salvador,BA
92f3760b26938983b3698e6d2559764a,404c70b8b40b5fd8cab20f8d5093cc86,54771,camaragibe,PE
05ebc27279c0c9082b56bbd6a1441a4b,25084c562406811ccea6b10655d1fff9,6293,osasco,SP
cb6967ba89bf0c0146e4cb9eeb5b440d,c55821f6a2a59a93d4cde13a2ec14661,78665,alto boa vista,MT
8099fadb07a30a0edd0ddd7f6045724f,9dadacd7fb4881df925f803d4f05de92,79017,campo grande,MS
a4469901a1b99d810329af218d154768,c45a227d0dc48199de81e712620b24e8,6820,embu das artes,SP
4b3cccf1f324abe3aecf89ef1ce2ce2e,f2d9562362aaaceb134e071eacb37915,88385,penha,SC
085dfaa4e6b6df1552f6830e79e71f3b,9bde95ea1c0fc21776b2fe114807c556,9210,santo andre,SP
aaa47fdb785f4c0707af8f2195eea941,7e6260f5603af2124b83945560f90b6e,28300,itaperuna,RJ
704524826c3b6ea14cea19ba0c11ec4e,2852637db607bf7d453e51b172b3e7d6,65075,sao luis,MA
3ba35ac5e5254aef087324d19b05e37f,f9cad2615f9abac4488292a4f03abc1b,97390,lavras do sul,RS
ee74cd7692f3590b03d7b8fbcdb18c44,6dd6e77a98003996c7fd7afb70be95c4,14781,barretos,SP
afddd76d1457bf3429973d37105f7aef,b51e5231c8ece4e6f463f2add2e07f60,72002,brasilia,DF
2ab985fdf76700a0c77d9ea89e2f3e39,5770a9140aa5dc0ab1a2c046dd543664,2328,sao paulo,SP
d1957303e38faeb5118629ad84024cba,4e78b656d61670a56c6c0c70c58ed82e,36784,dona euzebia,MG
a665a1314241703415ff8050078a480b,2d613625056a1ec17e4c63abec160284,66623,belem,PA
3344967f4b85b3546302e472681d552b,043bf08714e3d2649e99956601f2dacb,13320,salto,SP
cef7f153f7fb65e2076d6f15e7f58f55,076b7055bea51da430d6a6fa054e5075,11702,praia grande,SP
1f4ef6ade0241043e777a8e9d3060ebb,7572e5cef60b963282594a4475752b3f,39403,montes claros,MG
8130aff1c0475cddc4945c24074dff66,fa897856f19a95faf61b1fe22bfd0ace,21331,rio de janeiro,RJ
69ad2710e68c0c7cbd5ed2e76ccf0ada,c91c021edc02c2af424017d01223f8c8,35600,bom despacho,MG
9ac5cdcba84c5425f84b159685728624,d1aef037cd06ae9e8018d05efd0ed17a,89190,taio,SC
8acb24dc82680660e0270890fd0b5a0b,3f43c86453d02badf9c09a8149b620d3,91370,porto alegre,RS
6e568303db60ca2bb3aec0b1f9183492,7c9a0402e884c791edf88646b7c20a82,13085,campinas,SP
c83ceef725175bc8789fd9b820098b08,c491d7725de3b32529b2393247767d55,31050,belo horizonte,MG
aa86a2174dde0b98dce3fab52890ca9b,8534a193d22ff9a77e80361fc2095e71,9770,sao bernardo do campo,SP
95e3388b5dcbb48857ce7d634e15ead3,bba7d63521ea0c1e114d1afc1f14b7e2,11520,cubatao,SP
12e316915fbac49913add2f1a53b05f9,826c82db79dc086400a19839e47099da,88330,balneario camboriu,SC
1506e4481b5a1dfc5379811a8c98e765,c679ed73540ae7db607e5a6107082dc2,72225,brasilia,DF
f1bfdcd08a92feae90319538b67d7aa1,1b9d0a0c0fd5211ae01a554419120554,6550,pirapora do bom jesus,SP
bc7ff0e7c6d31fd59dbd5f70835b4696,2f53a09bfca049656dd9b86d305bb972,6070,osasco,SP
d3f8f35f89101277e688d1965dca40b3,1d95e73c33e172b6e663767156b98efb,6786,taboao da serra,SP
64bd17035b8606fc6f536bf2f1ce7cf3,d7de5586c7e33a1a5ba68e9c1d336b8a,80510,curitiba,PR
ccc9f4665a052c90def8b7604384c6f2,e8a2dad9972d90985fec118534589519,6855,itapecerica da serra,SP
5a073c41c1e7729b4538e4018a6cd170,a6b44587e9ee322a9dc6e8b6adb1a3be,5019,sao paulo,SP
ee9f244fe735d376a5a7a755431cd494,1b8e32b9748d27829b9e496dc8622630,64000,teresina,PI
ee3b4b2a37bfecd113a6095902de1b0e,1b9b716b2ec99bd330c1807d54418b46,5544,sao paulo,SP
c267e32fea07ffc4d9d388d44c4106c7,001f3c4211216384d5fe59b041ce1461,8240,sao paulo,SP
7f9dc3862d274f80c1c4797924627a7a,62ba9aa6439e76ea875e1676b09ee995,37706,pocos de caldas,MG
550fc4a83290572e965f77f8c53913b4,05205c3546aefb9ac9436fed99f92af1,21830,rio de janeiro,RJ
492275f120fd0402e55df89dafa24276,9c92051d99c50e47f33f1955a74e0681,13253,itatiba,SP
66e7c2bd54aca2f9dfed7187ef360506,42398dee8f2098eec5579129cc1a6f5e,3805,sao paulo,SP
7b25189538bd6c13bf9440f0d3214a02,6223f9541d9787f8551b6b0152c6ebba,2998,sao paulo,SP
d516b3d67e888a60101647dc1c73edad,a889c50fed679f7833b0278c43e8e33c,35790,curvelo,MG
39956277e1326a1d59862db252e5c257,e435b5e7210e287ae7487d7e384834f2,13031,campinas,SP
61ca21aafb7110bf6cd2078f01d7a6e5,465213418e5f34776c10da6c25583be5,70294,brasilia,DF
7e9d165149e0c65112e2b9118b8e6378,f7f7c86a6751896d012ebbe10e3fc6f3,13567,sao carlos,SP
9035b9048ae02fc3b54e4f46e0cb9628,bc78253a365ca27ac64b86faa082a834,6142,osasco,SP
fc2a209aa31f3e9d4df7bdb03137b67a,5b31942027f1603be6676e2df367f184,88509,lages,SC
49474459ede7f8da6d91842919d03b77,8f1f89df8da6487d3d526e9b65252307,80530,curitiba,PR
a17846ed33d62b0e48c6f07ce9132318,43eb0e993502bd4cbd3400a492a5444d,37600,cambui,MG
76dbc1556c66d771e8a6b60c35957e01,d33c5d355ab0a46b3fc4e41f2c99f19c,48410,cicero dantas,BA
feba7fb74fbd42ad8797ac9346f33c9d,73269ef3cdc4c31ed2abac95f13c9ec5,5025,sao paulo,SP
6b423102b789a5e373332ddd86b8b6a8,5926155748a17bea012987f22a4e73a6,7080,guarulhos,SP
669e56d17b7df023ff7559d3c8484222,7a4411f897334f8415bc8bd3f2e64d78,60192,fortaleza,CE
b02da23939473035247493e441118d56,165b35b18144852e474ba63cc621060f,13060,campinas,SP
e183c0716e28ed5302eb1a3bf6d316b0,8845265a32c8aaf62971e1cb6f260b26,4205,sao paulo,SP
0755ba88bf7e1c270f5a94264b17c603,58042c9e927cb9148140e40a7f431dd4,5208,sao paulo,SP
af189c7154bf7cd83ae87e7c7c43a6b9,a0f97d8ed64d4e33d7b0f29c4118f244,9972,diadema,SP
1222383916b5fb69b50cdfc3cdae8d7e,d22c371365b88420a4d188f3f0cdb719,30520,belo horizonte,MG
0c47b248d221de2c26aa1f823e15264c,913f5e4f97adfeb0e74fc6c60f3c3331,30514,belo horizonte,MG
bf532369897b190d91ddb2cea7491a54,c7c92d52defccd813e462a6bd33ab16b,75860,quirinopolis,GO
467ee3ac57bff4d98e3aa47e98f187fc,dc7ce0b97f59c30ae92cb43522bb3682,3448,sao paulo,SP
8dcedd46d066422dab5f38033456618f,df9ad365d2f2a3be931ce4f69e57206a,14500,ituverava,SP
74359c5e719163f7edb9a3f29ba6fbab,443e23b582e69ae01d4d254f6e7dd3ea,69919,rio branco,AC
f33b127cad2e1ad3d33db4df72ebd159,03f3956529aac8ab54669986dbccdea5,70316,brasilia,DF
f5d02e908f5fe2c6c7f1207989c1b114,14b7cfde02a83da4d098a3e8759410fd,22070,rio de janeiro,RJ
0504a5d74832ef83b263972cc39d7377,baebfe959a654aa97bd3e0b179a31c3c,35041,governador valadares,MG
ce40914475f12c24e87e57bca904be45,b46ace6f12b26ad64443c557953aee62,75071,anapolis,GO
4479c24d672d4eb166c60188425da673,37d0b647301742b1b17d627e4c10aeae,2430,sao paulo,SP
eb7d32b871d7e1d8f3dcce1aa4e095bd,cbdcaa621583ca59fb72b5cb1866c34f,4191,sao paulo,SP
3d6fa8d293cda29a0c7ea033b07809d0,4f1a96d7fdc1c50b5b163e16de1c2166,22050,rio de janeiro,RJ
9683869125c8e2cd4c6681f7d0f5b91c,02d7cc0037bb3563ed6bf98c5b0d9f0c,24220,niteroi,RJ
