order_id,payment_sequential,payment_type,payment_installments,payment_value
fde8ee361a63b2ee323ac574ee41524f,1,credit_card,2,259.15
b708bcdd3889b8e6df7323fcb64bec79,1,boleto,1,41.85
832c7364e0bee77d8763a327983c1b8a,1,credit_card,3,33.01
be47c07fc0095b7f75dafce1451bc891,1,credit_card,1,48.51
e6f1079796c9aa6e372d9c759310b5c2,1,credit_card,9,181.91
8e69cb6bacc0ad1b8f16f6990e9375ac,1,credit_card,1,88.9
46c3d7a39e516332b81a4841a2fae891,1,credit_card,3,117.57
abcf5984d3741238d9c49184b7fa5941,1,credit_card,5,145.01
9f6f347729af61a4a18eda64c6609dda,1,credit_card,1,62.78
44d2850802286aba47ac68220a075bb3,1,boleto,1,79.05
093a8c168710da385a8c59d3149ea380,1,boleto,1,55.13
b0ea6041ac66a83e6a8508f3954edf91,1,credit_card,4,111.1
393e01721bf0c84196ccd4b423b53798,1,credit_card,8,643.89
40b9d0a196fc994938fec40d258133be,1,credit_card,1,107.41
b37e66984bc386101154f129feee1830,1,credit_card,2,147.55
db4f107fcd5c5dac40c23f70a64f2031,1,credit_card,1,33.09
c6d26341bec0769b3ccfa232c63b3675,1,boleto,1,737.85
bc8e285705d492abebdf4fce7786ab80,1,boleto,1,155.12
b5f13aa3a46ca3005d39389331866fe4,1,credit_card,3,299.7
d4b4050ad0885ce84603e34ee06201ca,1,credit_card,5,553.38
28cc666d3c85564ac6854085a36582fb,1,boleto,1,84.79
15f03e32c4f15c02ef2461951758bce9,1,credit_card,3,162.89
4b8551fdf4362d88d520a66e6132b2ba,1,credit_card,1,77.2
33eafd0ea4c37147b521b67b83b6769c,1,credit_card,1,93.89
7254ba1421bac35de5d5da660715bf0e,1,credit_card,3,176.85
a0147b55f1d225bb21f981e58f735589,1,voucher,1,219.3
fe98cb0615a7611265d8955be5ca9497,1,credit_card,5,54.36
05871d52118762aaae93a3682fc5fe2f,1,credit_card,4,389.31
c4ce02b0d68f5bf60e5d6bac4701350d,1,credit_card,5,384.45
8ef736291230daaf8c549e5120c51cae,1,credit_card,10,927.87
17d22657f0987dcb5df8abd4fa057f8c,1,boleto,1,99.91
cb52e15d9560e5dadaf5732671a919d1,1,credit_card,2,96.0
f2b150da2994a9a654a8af90977b9cc9,1,credit_card,2,98.65
f7abe88fbe9b7ae7a46f897236e58d31,2,voucher,1,45.88
28ee4942e257119c5bdc4d00b182ba6d,1,credit_card,1,169.53
dfc7b55ee482374556356b94afc9b841,1,credit_card,1,81.43
c17789b6bce81222eaa468ad01dcc9db,1,credit_card,7,116.26
5dd64c69f0f1a0f2cb3a5272837fb904,1,credit_card,2,106.31
97291e812341c4a06c5614415aa9354a,1,debit_card,1,177.13
03d7f508a18d76f89489c40b7008f7e4,1,credit_card,9,188.29
2660e4e0c99dc944d9935e3b8781d81b,1,credit_card,2,45.86
0c5c7803f731287953ed066d8b599372,1,credit_card,1,61.58
67d83bd36ec2c7fb557742fb58837659,10,voucher,1,0.74
295458b743d8f806fbd5fb290d0b1b8d,1,boleto,1,45.95
e18ebd6286697a3f0f6fe267d8286cb2,1,credit_card,5,274.45
bf74f34eea55f16dd17b6212310074f8,1,credit_card,5,196.14
6893c7e3a051e9d94a2bed6777355f2d,1,credit_card,2,165.96
4ffa6925f9e9d85f1da329843f349238,2,voucher,1,33.6
8e287e7d7db7206c7a9d0184e97014ad,1,credit_card,7,400.18
bc8d5236efa331461a16b701994814ff,1,credit_card,3,88.67
e7fed674bb29ac98193d392f363cfcf1,1,credit_card,1,2.3
b1df036dc7d09224799cc86971761374,1,boleto,1,39.59
33797bbcfc4f22d40110f77692f83c78,2,voucher,1,5.09
ba1f4cf892df702e9b730cb54d9fb063,1,credit_card,3,112.09
f01557208e34bd6c092c907754981421,1,credit_card,6,214.41
7d63f6eebe0dba6fbe9a8c9b5d11aa96,1,credit_card,2,172.84
ec082d3ffd103096f9274b6247217ff9,1,boleto,1,232.81
d878a5313be350f1299ab46a1bed9254,1,credit_card,2,88.89
452f45581d396d07e3a7e9f4b4daf866,1,boleto,1,35.84
ca2d0999ad1d0d4425ca9403c264cc3e,1,credit_card,2,113.55
79149e16c4017cc512c938cbd445cdc3,1,credit_card,2,80.67
15226cfb3e9f4ad163d09f493688204b,1,voucher,1,25.68
a9b929204be626d61a1d60d47e6b52bc,2,voucher,1,36.23
f92af4956f690ebc9200d25029ce7c06,1,credit_card,2,138.62
4703fef754ddf8addbed5b7935e2f868,1,boleto,1,59.01
cba96e186e4dd8d172b398e01df4027d,1,credit_card,3,104.28
6d8a901414328a5ace8b17a2fb3f664a,1,credit_card,10,198.5
cba655bc3c72fc26b4fe864f2ea5fe38,1,credit_card,1,55.37
0cbb4eb8eb55f8386cb8c934ff936358,1,credit_card,8,105.89
88afc72ed244948d6e29e7458db590b7,1,credit_card,3,342.65
251fe947dc87c3ac12965b12bd34f160,1,credit_card,2,62.38
6eee33addf2f19cbd1d8e81c851825f8,1,credit_card,6,98.72
749990ae992d496bb8ad6972705298f3,2,voucher,1,77.42
2b6635f4dca63c44fdfa0de1c212a2ff,1,credit_card,1,52.98
613ea91cb4b6b072a114ef3e5e9b6227,1,credit_card,6,182.84
c277b80337c0ca11cae04fe7280ed4eb,1,boleto,1,89.27
d3a5c7e2fbe9a935e6a4a7454d4b8869,3,voucher,1,103.47
5d85cc48fc6c9edcf1933e6e66de1a47,1,voucher,1,606.57
889cd80138da82895c4ecb01ddedcc1e,1,boleto,1,53.5
c0a15de26f8add28b3ebed18a13e6831,1,credit_card,2,57.87
03d409e5b5b19ae88c43b41b503fdc5f,1,boleto,1,33.24
21eaec27338dab3006319241bff4c002,1,credit_card,6,89.63
c2444bc9b1b352c434dfa9a4baf7236f,1,boleto,1,173.27
c0101e90b905c8518103661781b2c6f2,1,credit_card,2,139.27
668806d98daef95d0b00c461c8c4afc3,1,credit_card,1,1.92
4f405b650a39270ace3d575d308884d4,1,credit_card,8,87.8
3b2124c60aeceeefe963adfc35d0310d,1,credit_card,4,99.55
e751df080556bc6d287bfb067be23393,1,boleto,1,67.5
309f6784abccce4e6e99672dca8ff4cd,1,credit_card,6,1702.35
a1b0796198555011b19eb375a001b2c4,1,boleto,1,74.49
1a292836ced1aa222199c34c883f404e,2,voucher,1,150.0
2aceefa8498a058bac3f46c6336e744c,1,credit_card,1,44.0
706a381b79e44be10223ef1a12a71d8f,1,credit_card,3,249.39
57426323a177f099d4842f4ac12619e5,1,credit_card,1,90.62
3dfb708634f7341447767f4ee59fce95,1,credit_card,5,52.18
dcb8f406a37e7da18d02d9a19cdfe8eb,1,credit_card,1,200.11
0870d202dc3234340a499505dc36c7a4,1,credit_card,1,46.84
94edaa9af5c54b9d05b8f3ae40bef478,1,credit_card,3,241.82
3ae11d2ab3c0a83cfab0b47148e5878a,1,credit_card,5,56.78
036467185263519cd4f15dde1f8664e6,1,boleto,1,181.55
c1d5e085a762461d171190ab5fe8cdc9,1,credit_card,6,127.92
d2aefa1e404936eb9c5660ac2bde4ecb,1,boleto,1,36.5
9bd2f19fdebcf5928f0971caeac464d9,1,credit_card,3,369.0
ac49c1eb805c27f524f4798a3142d439,1,credit_card,10,107.22
1b83b0cc5c4f25371dc567405ff773c1,1,credit_card,1,9.08
8e075f06285446d7a9e69956e64309ec,1,credit_card,10,107.19
78dd421c4700121100bb1297168a05d6,1,credit_card,1,114.42
ecca17940ac000efeca3a8bbb3866591,1,credit_card,3,155.22
a2d72ff17d07bd4f05cfaa40c6c8e2a2,1,credit_card,10,310.21
379a935fe436be68e1c1e76ef0fa2c48,1,boleto,1,74.57
92f53cdbef0f16b315c62faa337c4672,1,credit_card,4,178.03
8a690db6867c58d3ed896a9a2127746b,1,credit_card,2,128.02
d6de1a325f87726ee52e1ffe80c35a1a,1,boleto,1,45.13
3a55ac3af25e4b295c861a2382e0afcf,1,credit_card,1,66.67
bd64d101b15234bb5f46c6b01ec42aa1,1,credit_card,6,66.09
676dc08d3b7a83fc6f45f5e0eb1a2d9a,1,credit_card,4,243.4
bd33d6543dab80671198f9df40e3411d,1,credit_card,8,319.05
908f072f2390700728e47735f17c16ee,1,credit_card,5,119.93
866aba819ecb20582614f90f9889da26,1,credit_card,8,101.48
b2727344d4f955cb61829ed7f61b12fc,1,credit_card,10,189.42
b6e796ad8c9c44fcd24f94d0068f4868,1,boleto,1,30.04
0ee7b1f086c44cbf2dc1efbdaa69bc19,1,voucher,1,108.0
9e555160d5ee4c0a12a9451cc98afedc,1,credit_card,2,124.27
4c7ef39af59d31fa247f85d10ed414f6,1,credit_card,8,231.88
8febb29840d98fdfb4f00b2b26e4000c,1,credit_card,4,44.24
79172945447a2dd29abbffd445a99205,1,debit_card,1,32.44
58ee11026c2fdda6ff738c392cc5fb00,1,boleto,1,74.16
111dc64700f0263f8001c38215036c92,1,credit_card,1,37.58
2059d0da82b7b8d60f4a609d795bc9ed,1,credit_card,5,54.1
cde3f389a60c48bf85f49e8daf2144f9,1,boleto,1,101.14
288550748c3bf4d64ca22b79487eeaf2,1,debit_card,1,49.75
f6efef5d403a2c70636e3903f1ebd151,1,credit_card,1,52.26
ae103e0dfaa3fc6e8b8c9cf179c7a94d,1,credit_card,8,136.06
a854d06f865577c1a097985385896d42,1,credit_card,8,253.68
efdd2a16264f8e4d18564f8e7deb071c,2,voucher,1,24.67
c45bac21efb8f0856af311a0f8d67695,1,credit_card,3,503.71
674e1f5ca0441058cc7fa110cb4f49eb,1,boleto,1,65.98
281962853c1f4b3b4ea3bed6e4647759,1,boleto,1,146.22
3348fa7940562350a8d19cf788f0187b,1,credit_card,3,39.09
3c39f4ac4b4520bfaaba2cee448cd823,1,credit_card,1,23.23
912806f58b85a8b3b9a57757227c9a36,1,credit_card,1,258.9
ee55d5ed8f8d07169b07321887d45eb9,1,credit_card,6,84.47
ee6ccb9e2ac9c3de0114a22625cbc859,1,credit_card,7,87.8
d295fdedde1742dab056f335be894679,1,credit_card,6,67.28
523c6b536c4f27d8fbd3b1ca5975bc6e,1,boleto,1,128.22
d60ecff4cf9ca74d078b9a105d138eed,1,credit_card,10,197.53
e210480a7951a7968ea2a32e38c6dd70,1,credit_card,2,178.99
3b525abce4eeb08f96537636dc59dc2f,1,boleto,1,55.0
bbc78f387d75afb81df8da1498337e8e,1,credit_card,6,139.61
538bcc2ab8514680c3d5b27479b02dae,1,credit_card,5,64.77
b52c5e0a82ec048d983882e4d539394f,1,boleto,1,387.32
274e474fe18a32ae7bf5cc6bb0e7a46c,1,credit_card,1,72.48
ef79852572532629bfd78b06d07055c5,1,credit_card,4,83.95
a7f3396e13dbf329c0ee67624aea5a93,1,boleto,1,73.34
064c5d7833bce7bb4c9bff1302ac9d0a,1,credit_card,8,82.12
a3021cb38ee69a87a0cb9cda57f7d72e,1,credit_card,6,329.38
03dde7ab63940fbffd10162a74347e95,1,credit_card,2,44.24
156f6f0ed73a57da184aecc81303bf9d,1,boleto,1,31.28
92c10d3fad01ec9df6ccf1fc0461ac60,1,credit_card,5,115.36
16d65d58409db5d0534f2fb1817696b0,1,credit_card,4,49.76
d8bf59eb5386f2c3d82cfa4ced3c6183,1,credit_card,3,143.5
6a73304fb8e96ad11c29d29a1ca00487,1,boleto,1,45.09
d1a2f198bf6d06a0c46f0a5cc53f1984,1,credit_card,3,91.19
657b1c44f7dec3444fa26c61a3b539c6,1,credit_card,1,73.34
6caac7177852a39300388dfbb599a5dc,1,credit_card,2,56.37
7719dd879ae3926cf395d78c4d2e3ac7,1,credit_card,2,478.46
0c1eabff9739bc1f4ac404d1a8a13db5,1,credit_card,3,193.98
b30abf162ff1730f50b6400bdc32550f,1,boleto,1,91.86
28d07cf52af4d36587d0347032cebdfd,1,boleto,1,68.63
16f391bc8fc37407de41720cd92f6266,2,voucher,1,250.0
6438d704a058758bff33c039c32f655f,1,credit_card,1,106.38
c23e5dd6ab3f916d4f92f9890ae859eb,1,credit_card,1,44.13
61ab6abf759291229bc1d2ad09a7c3f1,1,credit_card,2,150.08
bcda98e5747cea8a343a6af0e5da9f91,1,credit_card,8,117.85
d6a2e1d3b958b6c5cb3af6f1d4d4a203,1,credit_card,5,254.04
098f664519835e5af0a1f20f4d778fdf,1,credit_card,8,913.7
c25563978406540119e9bc10980b2fdd,1,credit_card,4,43.62
8b077b8596bc4dddd67331311917d107,1,boleto,1,45.95
865877542f1840626ccdfc88e0b74684,1,credit_card,2,100.34
54fa0e4cca081fc9d0a5c6759cc53adf,1,credit_card,5,194.92
e81a8cb665767198e8d2e17dcd39af87,1,boleto,1,95.21
b609be3f65463a74e28cebbbe7eb1203,1,credit_card,3,161.77
851c0a679381595b4b44873db7595471,1,credit_card,5,77.22
e3f7a673dd1981e0d7b330c8a7220220,1,credit_card,3,328.35
ab92a98bb35621bd312084351fb238f1,1,credit_card,1,49.22
60c6e004c97f71ef213a3e080068e790,1,voucher,1,88.08
176cf0b19224a77a9fe04e323627fa7e,1,boleto,1,145.5
fc297415452e5dc0d06afcd16e864ca8,2,voucher,1,20.0
74d903ac21372f331f2fa52be9681693,1,credit_card,1,75.07
8fa279b262d80217668f5711737ac83b,1,credit_card,1,26.79
786071d2041ebb770c1045944ed57ab2,1,credit_card,2,105.44
641a6b3010ebd6619b68befb30b05092,1,boleto,1,48.69
5c94707bab626971391f6a6a31ea75d2,1,credit_card,5,264.39
4d6de9e9aa5820e340e8438ed218931e,1,credit_card,3,35.04
1aaf27bab389531a50d1a6b86c24e6b7,1,credit_card,10,968.93
5a65cedc025f607cbdb4c5219f648ae3,2,voucher,1,20.0
748197f229fe836211d7e6df5c1a6a8a,1,credit_card,2,35.78
7f126ce314da7b5c37034cc7b24873a5,1,boleto,1,80.98
ef814f60d8d32909ecb19879c24c1f53,1,credit_card,5,297.14
169d7e0fd71d624d306f132acd791cbe,1,credit_card,1,98.33
22959002637f051e9409b93827d07973,1,credit_card,1,194.64
fec1d373884203520e92cfade36fdd16,1,credit_card,8,108.19
c40f686ce1817e9bf3337aa222740abb,1,credit_card,2,130.93
d6bb547da098f595bc40f00e2d38056e,1,credit_card,3,80.11
f64b83793e14a3c7d580a03a6c7d6168,1,credit_card,3,49.53
21387c13929b880edc728f519f72f0ae,1,boleto,1,81.89
c4e980a1d822db426982878b3cfdda6e,1,credit_card,10,674.33
dd0772fc1baae39225ffcb43bbb71a99,1,credit_card,2,139.27
f0ad6b89b7bb4a740b8121a4a69511fc,1,boleto,1,114.68
9828f937ea8a8105f999b119b9d677de,1,credit_card,2,25.88
895ab968e7bb0d5659d16cd74cd1650c,5,voucher,1,2.61
66d105a8f0f6727acbe752b4da6f29ef,1,credit_card,2,94.47
363f8154ce0860b9c0c5a4c09e9f619c,1,credit_card,6,189.26
f70a0aff17df5a6cdd9a7196128bd354,1,boleto,1,313.19
f08fc2a6ab902c89cb3ceba4c9daec6b,1,credit_card,4,127.92
fb4f1bfbc3032fb262e0548f93fe6087,1,credit_card,3,35.35
8fc1991bfbb78b4d939d11ffef79c398,1,credit_card,1,33.12
65aaaecdf5e260dac331f607d272278c,1,credit_card,3,189.97
0a33a983476b5e9f23c0fc9f95c9682f,1,credit_card,5,223.78
3c929aa6cf724e32eae163e008bacbb0,1,credit_card,1,126.57
f45e1a0f364b364c89d9a6d53a48deb3,1,credit_card,1,152.76
4705164b1aabb4272d1fa134828dbc1c,1,credit_card,2,203.52
05e8a1fd3d354369a3de6e7230a3651f,1,credit_card,1,43.18
e4ee5415a0143c9daddc7d4bc0fa0389,1,boleto,1,50.01
cf70b7c4ec0170d19ee4259edded4b00,1,boleto,1,147.34
20aa4f85b1ed8d98e5c742c1a003db9c,3,voucher,1,50.0
17b374e5c126d99970336dd8a72bcb91,1,credit_card,1,31.85
0bfbb90a7081700d37f79af63c088655,1,credit_card,3,34.09
b456629690b371c6797ae5ff45d343b6,1,credit_card,1,37.38
41eb344f9cf7ac9c3e8decf5214f188d,2,voucher,1,20.78
8d0900d0d09c0b9075a5f00513991a70,1,credit_card,1,24.79
8163efda614023e2abc96657b804f15d,1,credit_card,4,117.48
0ced505a94fa52355ca31070c281df6e,1,credit_card,7,74.76
c65ca254bd0c624c11dd60d92955c989,1,credit_card,2,137.08
f8bae43b5bec9eb0d3ae12b8d3b72884,1,credit_card,4,664.17
e9a94acfe5f03efa28ff033a79fefe8b,1,credit_card,4,204.07
7af09f41da0338028361e811ca9d4421,1,voucher,1,25.24
2095de529ec22771a4996c8ef81f6ba7,1,credit_card,1,19.42
734bd07307ae901d45f8380b8670c37b,1,credit_card,8,86.15
2792c2657bcaae781c8261d93fda4937,1,boleto,1,79.56
b009bb39092cf13a92060169b3d8bfc5,1,credit_card,3,34.0
b31c6094960eb242c3513d619998cb6d,1,credit_card,2,72.14
3b28f0058ea921e275c87efadc8f7c32,1,boleto,1,37.53
c6df20907b36a49402c4665cd5a0ce8e,1,credit_card,1,60.57
58091d2b77a13202800dfb2a00879f51,1,credit_card,4,173.23
7146211691a9d909e75c0b7458b1e125,1,credit_card,10,205.5
3c79ec251c0c9e0831dcc2cf541c5dda,1,credit_card,1,53.01
39278e2718c6f2a7b23e42f955318fcc,1,credit_card,1,45.46
a3a97bc6e236d5351537c8f466c34dad,1,voucher,1,8.33
bfa7f4169cb6c6e8221434275a2a0ab7,1,credit_card,4,91.12
a1370d5fa6508c13787ae000e5d2ad77,1,credit_card,1,37.58
d32c8abcdc749f46da62424028a3aba0,1,credit_card,1,42.4
529e1bb30ba6e4c420219a539593eee0,1,credit_card,4,75.17
985db56d4cabd2577d0960194dd2cd5a,1,credit_card,8,154.29
537b641a5a1d26552c4354d3ee35c7bf,1,credit_card,1,87.15
4a0b498204bb56ab863db1f1acd84288,2,voucher,1,133.98
b5247833e91b546f44ba90190eaee96f,1,credit_card,1,8.33
9321040d6f0176fc3327a596dd023d6e,1,credit_card,2,71.07
2dc8d02ac9a7d375b768d6a6355f7eac,1,credit_card,1,36.75
63b490210af6588f2cefc015579a923d,1,credit_card,1,85.75
223cd404de0ec7eabc319bed69fa1079,1,credit_card,1,95.22
6b64cb311a0d5baa18bc37ead02d657c,1,credit_card,1,55.91
d9c27eceb93c734d5711f417a691e904,1,credit_card,1,132.1
63f5cc3a2a31c01c270d24d397a54274,1,credit_card,8,962.41
ba6ceea3a35916e51113b91f726b1f89,1,credit_card,8,195.91
f68b65695da2c7beeee466ad1494f0c2,1,credit_card,1,75.18
905f99d528bb299e8c62c67657cd8ccc,1,boleto,1,192.66
9ba6ed4d05fa307089d6c81bd8b8400c,1,credit_card,1,73.34
1e7666fef7090957578fd3a4b58cf9ba,1,credit_card,1,40.28
c2339bbec3aaccee5dfb887e03903617,1,debit_card,1,189.0
b98085eb7a06a725fb101c43ef721275,1,credit_card,1,35.77
32f1eaf64e65f64c1f57ef1612431740,2,voucher,1,4.59
6ff68e4d7ba469f258223a389f864f25,1,credit_card,3,139.24
1184c1bbcfb488132ee2bca2c07cd743,1,credit_card,5,59.87
094fe1a1311bdcff558e373c756412d7,1,credit_card,8,664.63
eaf80141a987237c1a57a7aa5f61b937,1,credit_card,1,112.02
ca2c48ff635d7bd831194de9207ca62d,1,credit_card,7,72.43
a7c6365fed8c291cfac8b74f173b7a4f,1,boleto,1,52.3
d60af32e2107bccc3efe66e3faad59c6,1,boleto,1,143.28
24d505034382a8c43dd5524e1b4eb3fe,1,credit_card,10,446.22
a56e54593f2c7f2b10f69216a7265aa5,1,boleto,1,222.13
b5bccf69e002eae737904e21c79ad3e6,1,credit_card,2,155.2
241a5c06b9d7d5cdc9df0d2157f5be9e,1,credit_card,3,267.12
6a8074244958b34abe3e949b948bb9f9,1,credit_card,1,119.77
f95d91071966bc70023eae0e1750c1fc,2,voucher,1,91.65
b785c9a36593879a9109ad7539f2467c,1,credit_card,10,274.82
fa80427bf128feea66cc6b564e939512,1,credit_card,2,60.44
109294a0d68947b6b49c0a59a8f951cd,1,credit_card,10,175.68
188c1ef63c6dd2e06120da3ca750e86c,1,credit_card,6,126.22
4ba72cb793dc362c1195e6237b2c936f,1,credit_card,1,72.77
1a611328643ae11146ba09a4425d2e12,11,voucher,1,6.34
1f37d913f46f90c082f6bb4996c3fc9a,1,credit_card,1,87.82
e5882de2409ffb5a26782367e95b91ba,1,credit_card,10,1384.73
e73eb0a2c088eec6c479d66ac0d910f0,1,credit_card,3,65.09
eaedbddc7cf568f1b667398781159118,1,boleto,1,59.34
2025b5bad835a500f8422436e24bd78f,1,credit_card,8,351.48
3030f0e22d19c6ba1366d9628972bec4,1,boleto,1,72.14
cbea2c5a36ffbfc6447172746e0d9da2,1,boleto,1,150.74
03a54d3b0f15ac01bad656997420d3bb,1,boleto,1,81.42
43542fbe2e7b735e5db10cb3588d63d0,1,boleto,1,41.0
8a7074d44436c26d7e0bd110395d0fe6,1,boleto,1,90.05
e9e1c2a9c614341310b6e0b494941036,1,credit_card,8,167.18
cacbbea6c8fa8e5cf10021eab8a162d7,1,credit_card,1,96.96
ddc6de714ab6793dd55ef3b191352906,1,credit_card,1,45.54
e0c8a0e62ecd027577c1cfdb38c8f1ee,1,credit_card,8,166.4
1bc003426b11b20491aa5b7810c9cbf2,1,credit_card,3,39.27
4fc0a813a474373185c8f141a18878b3,1,boleto,1,155.39
ceebc99a4b5d7dcfe5b9557acc7f26e5,1,credit_card,3,108.16
5c60e286915180fdddc17760d914fc1d,1,boleto,1,94.74
b1ccda4a09098702b17f54b190200b52,1,credit_card,1,200.21
22ff7c206b68858435452298296c2fcb,1,credit_card,5,50.86
f51e3c7f79d1e2c076acbb6af1588b95,1,credit_card,1,130.22
300ddfe520bd71c223ba642400982151,1,credit_card,6,128.44
5038506ec2dd435985c9a1b5a092c82a,1,credit_card,6,882.92
5f0fe7d686b2878d9aa1a72dbd9b72ce,1,credit_card,5,336.08
a6e88e8981bb9dbb574107cfd606e4ba,1,credit_card,1,76.66
8f674e19defa0b20b6d47b6267f5c847,1,credit_card,2,160.5
44ccf756bc48c94e659d97924203664c,1,boleto,1,131.18
67cb060da41114f8464b736e9e49058e,1,credit_card,3,93.94
8fa7a057aba83c859446538740219b6f,1,credit_card,5,105.28
54190ac792fe31ba85861d9b8c5109c4,1,credit_card,1,8.39
ffabb8ed44ae4f83efd9d206904d88f5,1,credit_card,6,462.54
502d64f8c5d21236249b9696338751f9,1,credit_card,6,103.11
f49d6ccb4f36a6204ff06cab948d268d,1,credit_card,2,144.76
eab0944c40c304c769e5c24309caa8cc,1,credit_card,3,48.62
441972a5bbd51a10459a487402076942,1,credit_card,5,74.51
01d5897e2c8a23b37ec65e0e72fbe956,1,credit_card,3,67.21
06e83e2884ecfcff09067ddaef752b49,1,credit_card,5,126.92
dbe715996d171c4b2877daa01c0d6aca,1,boleto,1,48.0
03952349aca310eeba691019501388de,1,boleto,1,102.74
f1a2c0aa708e55ca4ab35b96f89c9aad,1,boleto,1,155.96
be6eea060429ae021a46df0a1990365c,1,credit_card,4,59.85
d00d6712bb15e2f5c4c1766b9f60f43a,1,credit_card,3,48.3
a68b3ae8450a14f9ba0cc1b53574af62,1,credit_card,10,151.63
0fa05bb83efc10205ac8f4224f10c336,1,credit_card,3,147.59
02ea547b6d2ee25305588fd50df58b46,1,credit_card,1,39.64
5cfb7b2cbf52f4ff3ec4b58f69b02351,1,boleto,1,200.44
1a46a59c4c13f2c52e453f8f490b7840,1,boleto,1,130.47
1407ed7d738d943469994266e9706b46,1,credit_card,8,1260.76
9571cb862acb9ac518c76590d0fd79bf,1,credit_card,1,235.28
a913ec1db6048950ba773ec6b408eeba,1,boleto,1,114.79
cf3bd7d805afecc817b4c3abadafced6,1,credit_card,10,529.86
6d9ce5b5461904a50d649dd753f6b5a1,1,credit_card,4,99.65
fd846a883eef31061d47f7d1da654880,1,credit_card,6,371.91
0c4d07bcd65a6ce95cbe8e8e228a98cf,1,boleto,1,44.52
ada2aa22aa5d4a7ae4092124f8974813,1,credit_card,1,69.73
3a1a92434eae60a4f44ad7ebef65c3e7,1,credit_card,1,254.58
6b0bd2c2e59c7fb169874fbfeed4441a,1,voucher,1,51.75
f063433055bc159629f5b86f7d86dc38,1,credit_card,1,51.59
89b5116dbbd69d3d03c3c5571b1e1c62,1,boleto,1,103.07
c76a6443089b04febab166dd0156c5f0,1,credit_card,2,144.99
edc438144eedf58c321995efd0225e19,1,boleto,1,68.45
122154e627ed5da2a413b777f408b840,1,credit_card,2,60.05
045b7b7bf230ace5044f87ad5de18dd0,1,credit_card,2,26.85
9cb4982223168ae7d72cce4d255f4fd9,1,boleto,1,61.32
373fa646df70e5064388905c109571ec,1,credit_card,3,66.94
b14149872b01643d235710d4a84d55da,1,credit_card,8,363.2
df4a5680a53eb14aa69c035b1c759413,1,boleto,1,213.2
71a2d0d183bfb1065bfa35ffd449471a,1,boleto,1,52.39
6a9521bbff3e1aebe4afb832cc7a23ba,1,credit_card,10,119.26
4d9190887b47ff1b89c657c788c038f6,1,credit_card,1,2.67
79ecc3e68b2d54e056223964de8bca98,1,voucher,1,136.41
