product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
1522a5bd5aab30ceb119c8fb8ec5a8f0,esporte_lazer,32.0,682.0,1.0,190.0,22.0,5.0,15.0
24d746a5965b583493871d11f75b1068,instrumentos_musicais,30.0,435.0,1.0,1000.0,40.0,40.0,30.0
68bec1af3851f58027db8beadf3914d7,informatica_acessorios,41.0,231.0,2.0,350.0,16.0,16.0,16.0
ec5b5cce0b8464a1c618325f35c779dc,moveis_decoracao,60.0,2084.0,3.0,1300.0,69.0,11.0,11.0
6bc53d46b55a38602aad862a37153ea6,casa_conforto,57.0,246.0,3.0,5350.0,40.0,20.0,40.0
184f6e7e403fe477af4b1a02b9d432e4,moveis_decoracao,44.0,257.0,3.0,6300.0,30.0,45.0,40.0
1272db6c9d16e3c3b9878c3462a0f369,malas_acessorios,29.0,1095.0,3.0,450.0,28.0,19.0,29.0
f40ef461e35cca158e568c17293fb5be,telefonia,27.0,402.0,5.0,150.0,19.0,3.0,11.0
92473ca06aa61791e4dc02c9af82bf83,moveis_decoracao,60.0,2043.0,5.0,3000.0,69.0,11.0,11.0
b8be700cb8f91067761b685ac5d1664f,telefonia,60.0,1440.0,3.0,100.0,18.0,6.0,11.0
e27c4dd075a521097a085bced0631ce7,moveis_sala,31.0,618.0,2.0,9750.0,27.0,15.0,92.0
bf59082c832c1a67b92ee5ca73971f4e,utilidades_domesticas,56.0,1195.0,5.0,4750.0,60.0,5.0,40.0
36876fa11e21f66fcbe91abde34210c5,pet_shop,57.0,463.0,1.0,5500.0,57.0,21.0,37.0
b776dbd8d7dfb18b7422dd99b1f1ba03,utilidades_domesticas,49.0,539.0,3.0,3350.0,22.0,17.0,23.0
07797d4315ce5c1570e0a484472e04b5,moveis_decoracao,32.0,303.0,1.0,2300.0,37.0,30.0,20.0
a4feaaaf220690fe86cad96217774d0e,eletroportateis,58.0,767.0,4.0,1375.0,36.0,23.0,14.0
32224b437cefd35300f4adeff01db8f4,moveis_decoracao,54.0,1722.0,2.0,550.0,52.0,11.0,11.0
529deff9c151e0db37c88a43952868bb,eletroportateis,54.0,565.0,3.0,3100.0,35.0,35.0,16.0
3e442d09f9dfef002aadf31960869f65,informatica_acessorios,33.0,1084.0,2.0,200.0,41.0,2.0,29.0
4039be757013ccb66cb41d683261dece,utilidades_domesticas,64.0,320.0,1.0,3000.0,85.0,10.0,50.0
d540d228abea2bb0713acb40e4f3d341,pet_shop,56.0,2358.0,6.0,2350.0,42.0,22.0,32.0
1c63d0a4d75df524d4605a43285925d7,bebes,51.0,353.0,3.0,668.0,21.0,25.0,21.0
5e094b8daf1ba2eb4d6c0cc6ac2ad51e,beleza_saude,32.0,1033.0,1.0,150.0,16.0,2.0,11.0
4aca38e787c979a6106440c7a63036b4,brinquedos,55.0,1107.0,1.0,1600.0,40.0,15.0,35.0
ab9456d1c4cb5ef44bdecc0aa8021f39,moveis_decoracao,26.0,621.0,1.0,6000.0,37.0,41.0,37.0
21733435c91b1a39455537eeacd3c467,ferramentas_jardim,63.0,525.0,3.0,300.0,16.0,4.0,20.0
a5502e9954017124d95f7bce4c89d339,cama_mesa_banho,46.0,701.0,1.0,1300.0,50.0,12.0,12.0
7b8603501af310bf297351a4cc8cd3a5,esporte_lazer,36.0,642.0,1.0,300.0,20.0,7.0,14.0
70aa499facb0946dc40ff974166fd522,automotivo,58.0,1683.0,8.0,2700.0,46.0,16.0,25.0
c4b5776ae19c3e9ee28323b38d41c72f,moveis_decoracao,27.0,212.0,2.0,10050.0,72.0,10.0,72.0
ef9f731f8f63f85ea53e94df375baf54,instrumentos_musicais,59.0,1172.0,2.0,9250.0,45.0,20.0,100.0
b0fd7a18daa40299b5393b4280b55dad,informatica_acessorios,33.0,2157.0,2.0,415.0,29.0,18.0,22.0
aa8dbe0ebad6906e9253479e1027185e,utilidades_domesticas,53.0,537.0,1.0,850.0,25.0,5.0,20.0
d517de1f2a8247cc1ea2951c4039ae20,brinquedos,37.0,450.0,3.0,992.0,34.0,13.0,31.0
84d0969ab5317ca361e0a628948a4624,moveis_decoracao,5.0,310.0,1.0,7050.0,88.0,29.0,29.0
b7605b5b483063d12bd90a772bff9d21,cama_mesa_banho,45.0,437.0,2.0,550.0,40.0,7.0,50.0
70c6bcc1ade2c8284d07bddfe37dcfee,utilidades_domesticas,43.0,711.0,1.0,2000.0,25.0,60.0,25.0
b42c05a477c94b52587fa47d777928df,cama_mesa_banho,44.0,209.0,1.0,1350.0,39.0,18.0,39.0
de6517dda8e49774f58c07f80abc8d7a,market_place,56.0,975.0,1.0,950.0,26.0,17.0,24.0
b1035b3d307f0aeb6157fdd3e09f8119,telefonia,55.0,395.0,3.0,375.0,18.0,13.0,16.0
de6702c748c719cbd13bb814f006ba22,,,,,150.0,16.0,9.0,11.0
bb7181410b4e02f93f3697f765db53c7,bebes,36.0,1058.0,1.0,14950.0,77.0,20.0,53.0
b825640a6e030d36a45c34eed447a07a,cool_stuff,54.0,702.0,1.0,100.0,20.0,10.0,15.0
7f253218cda162fcc215fd4e0768b00c,cool_stuff,56.0,1826.0,1.0,2000.0,28.0,19.0,21.0
ed5f0d58e27cf65a07283c251747936f,consoles_games,55.0,864.0,6.0,350.0,18.0,18.0,21.0
128d1c88b601731fe8ed4044b1ae7a6a,cama_mesa_banho,50.0,120.0,1.0,650.0,34.0,18.0,44.0
9223a3da528213e384a176a70d92130a,esporte_lazer,51.0,759.0,6.0,900.0,55.0,20.0,22.0
d0f60ef2a4823f57f00f1bd5cb463148,esporte_lazer,36.0,134.0,3.0,300.0,16.0,16.0,16.0
ad7beed1d6b41ea967b2724468a23c92,moveis_decoracao,31.0,370.0,1.0,325.0,33.0,7.0,18.0
edac4210602e69d752554780d5a913f4,ferramentas_jardim,60.0,1302.0,1.0,450.0,17.0,17.0,17.0
368ba390a67a37fa114450dc1f19e047,fashion_bolsas_e_acessorios,46.0,815.0,1.0,100.0,16.0,5.0,16.0
6a3370dbb5bd5817ac81a5db12cb2baa,perfumaria,39.0,340.0,1.0,267.0,17.0,14.0,14.0
a01d1cbb398e386a4a8f8364401a7584,esporte_lazer,58.0,757.0,2.0,500.0,50.0,5.0,30.0
b1d69027dcf7fec05464c24c1e197dde,perfumaria,47.0,565.0,1.0,675.0,19.0,13.0,13.0
1d1d29cb3e67f3a4d7eb040b5a13d361,moveis_decoracao,30.0,634.0,1.0,25250.0,41.0,43.0,91.0
725cbfcaff95a4d43742fdf13cf43c75,cool_stuff,58.0,537.0,2.0,1850.0,34.0,5.0,34.0
db59f0dfd5593c492b2ff1a6ab50cc2d,esporte_lazer,50.0,258.0,2.0,1000.0,60.0,15.0,15.0
5bc6f966c95b579fc0982b73007f1917,cama_mesa_banho,55.0,364.0,2.0,1200.0,25.0,10.0,25.0
ce7757befc6e69c9a3c2d7551ea423ce,construcao_ferramentas_construcao,41.0,2686.0,1.0,2144.0,19.0,19.0,23.0
48633254f8b7b802b1ca8c4f4dcf3e33,artes,53.0,638.0,10.0,200.0,25.0,5.0,33.0
6a4bdc32bf81f50cb387fd6178ce7b07,cama_mesa_banho,55.0,276.0,1.0,2300.0,35.0,10.0,30.0
15a581e2cae15fe40ac430f07dc6aa12,casa_construcao,57.0,1018.0,1.0,450.0,18.0,19.0,13.0
0a859d8dc68f6a746b4709217110c439,esporte_lazer,50.0,2871.0,1.0,30000.0,90.0,50.0,50.0
6acecf7108cde510886d761f5d107fe1,papelaria,56.0,666.0,5.0,1000.0,20.0,15.0,31.0
a3c933b29543a2b90e9aca184ee7397a,cama_mesa_banho,55.0,184.0,2.0,350.0,50.0,8.0,40.0
9e45be91c990797c9bb60ce6fa369bff,moveis_decoracao,52.0,1750.0,4.0,2500.0,105.0,3.0,70.0
49e70ba5085cd95e69fb041635304a0c,fashion_bolsas_e_acessorios,23.0,77.0,2.0,200.0,16.0,3.0,15.0
60dfe129ad287ca8cd2656a8151138ad,moveis_decoracao,54.0,1750.0,3.0,2450.0,105.0,3.0,70.0
8aefc25069d9ccef99f9f08d4a869ac4,telefonia,48.0,342.0,1.0,183.0,18.0,4.0,11.0
8abdb2ffbf92eb0bcdd82fce515fde6a,automotivo,57.0,1022.0,3.0,1800.0,34.0,40.0,19.0
1027d3061ac141bbb2ea003c63dc3d66,automotivo,51.0,883.0,6.0,5950.0,53.0,43.0,11.0
2e91e5644d8da04d17ade8d59c0990ca,beleza_saude,55.0,664.0,1.0,2225.0,18.0,18.0,18.0
c20fbbd4ccf2f7da70e150689a6a905f,perfumaria,47.0,723.0,1.0,455.0,21.0,15.0,17.0
ace5d86cf1ac63cdb76f49e5cd23d2f8,moveis_decoracao,60.0,473.0,1.0,600.0,30.0,4.0,20.0
703d742887bb9267f89b675608ba7aa0,cama_mesa_banho,35.0,509.0,2.0,950.0,35.0,6.0,45.0
756eab67d3c0edae186c4617412c056b,beleza_saude,49.0,1948.0,1.0,640.0,31.0,16.0,15.0
6401d2f82d6e6c52998ce626fe4eda24,fashion_roupa_masculina,30.0,51.0,1.0,300.0,30.0,40.0,11.0
02d48451331287e2bf12560d032d57a6,eletronicos,55.0,981.0,1.0,150.0,18.0,5.0,24.0
795156625747aca0c4d4b44d22a5e6dd,informatica_acessorios,45.0,1464.0,2.0,225.0,25.0,16.0,16.0
9059b4009ee73aff5c683ea3b9307604,moveis_decoracao,54.0,1708.0,1.0,750.0,60.0,11.0,11.0
706a5e521711344bfd262cb3f2a77a78,bebes,49.0,223.0,3.0,283.0,37.0,20.0,40.0
64367bed3ed96fd9381676fbe33b6443,pet_shop,43.0,1101.0,2.0,5750.0,30.0,30.0,30.0
7aa6e062307255430c735f98b847578e,utilidades_domesticas,44.0,743.0,1.0,100.0,16.0,2.0,11.0
c6f46351ae5ae5a6d75ab14996584ce1,moveis_decoracao,56.0,2434.0,2.0,400.0,69.0,11.0,11.0
c625ae2c17fb3590976b5822c1505126,utilidades_domesticas,60.0,570.0,1.0,2000.0,32.0,32.0,32.0
3f9e3d09e34ab9b3235a0e9d584bba25,moveis_decoracao,40.0,94.0,5.0,400.0,16.0,5.0,20.0
0fce35c0b7338bda3e52e2389f0c0762,moveis_decoracao,61.0,157.0,9.0,3450.0,41.0,15.0,25.0
e06eb527f0a6ce904044687bd2faa582,utilidades_domesticas,42.0,223.0,2.0,800.0,46.0,10.0,35.0
69faf0d53eb73597d6cfd50175901a56,beleza_saude,36.0,1732.0,2.0,300.0,37.0,23.0,24.0
79d5da4087dedefe5ef7086bf68e6408,utilidades_domesticas,43.0,1709.0,1.0,1150.0,41.0,20.0,27.0
04d5a0ec1f6db00db01676199151df4c,relogios_presentes,59.0,616.0,1.0,425.0,16.0,10.0,11.0
3f4a3b8846f4522bd68853a50114da49,esporte_lazer,46.0,622.0,2.0,933.0,34.0,17.0,38.0
48acade3f4dd39bbab10bd14bcfc8735,beleza_saude,52.0,1649.0,1.0,250.0,22.0,5.0,15.0
c747d118db61a1c79977309b0ca33ddc,brinquedos,46.0,961.0,1.0,480.0,19.0,10.0,12.0
679a3e5e1d2bb68982be5734c6e55e63,casa_construcao,57.0,565.0,4.0,800.0,38.0,38.0,22.0
4886ee6eaf4ab72e0e91ed0c42815f49,cama_mesa_banho,58.0,729.0,1.0,1950.0,40.0,3.0,40.0
ace1e48f1eaabcd539235e93e361133b,moveis_decoracao,29.0,356.0,3.0,400.0,25.0,5.0,17.0
50c903691960bdd77acb82418a4445ec,bebes,24.0,174.0,3.0,200.0,16.0,11.0,11.0
e7593e3c84b3302e1531a715f1ded8b2,moveis_decoracao,46.0,458.0,1.0,750.0,30.0,30.0,30.0
3f3d9760b163e08f9566ea1b2b8e1cd4,beleza_saude,56.0,1891.0,1.0,1100.0,16.0,15.0,13.0
ffdde3d63e889c9a9f9ec30d82a4c815,brinquedos,63.0,554.0,4.0,21600.0,35.0,60.0,40.0
f6605392877b41d225dd146d2cf116b5,ferramentas_jardim,56.0,1182.0,1.0,550.0,17.0,17.0,17.0
475152a7f8c7ddd5457fef29a9d20dd1,ferramentas_jardim,50.0,472.0,1.0,950.0,16.0,32.0,13.0
b0ed7fe63babb3e705115f53fa74b20c,eletrodomesticos,38.0,928.0,2.0,1200.0,28.0,8.0,13.0
e13f46cf68d356e0ac0f32058af20911,fashion_bolsas_e_acessorios,56.0,142.0,6.0,150.0,16.0,9.0,11.0
0a23fd10720c5ffc6c7f5e66b0b26ae2,moveis_decoracao,63.0,628.0,3.0,900.0,30.0,30.0,30.0
7070d77d89af4f2865ff26b1323312ed,moveis_decoracao,23.0,254.0,1.0,17350.0,45.0,30.0,45.0
51555187e14ed8bb8addc25344848ef7,cama_mesa_banho,58.0,676.0,1.0,1325.0,19.0,17.0,23.0
41b7b870b6097bb62f462bc0af141d0d,moveis_decoracao,60.0,1492.0,3.0,2450.0,105.0,3.0,70.0
b1ff030591e1d0e0069e54d11c5c21d5,utilidades_domesticas,48.0,254.0,2.0,750.0,54.0,7.0,22.0
b71ed32edb9ce4684e10a11309011b60,alimentos_bebidas,30.0,690.0,2.0,500.0,25.0,9.0,18.0
0b1b954cb171434674907a8da1778e11,construcao_ferramentas_construcao,45.0,127.0,5.0,7400.0,60.0,20.0,40.0
6f5b86fea3f029028ff6b3a88248be45,eletroportateis,50.0,1157.0,1.0,4700.0,28.0,27.0,31.0
f7566c7c51e266442be8db4b8797ee1f,construcao_ferramentas_construcao,60.0,327.0,1.0,11550.0,33.0,12.0,33.0
9de7867a5bc245bcbb1e2ce6471ba208,eletrodomesticos_2,37.0,223.0,1.0,400.0,18.0,12.0,12.0
3822a27bc32b4e20694f1819c6d6e7ec,cama_mesa_banho,56.0,310.0,1.0,6400.0,30.0,6.0,25.0
6f7326be4926840cfcd094d2629f1049,utilidades_domesticas,57.0,2812.0,7.0,1000.0,30.0,12.0,30.0
e2dbf7712dcef4577bfee8f58eea55d1,papelaria,47.0,686.0,1.0,100.0,18.0,2.0,11.0
252dc23ff7e1241d046a1c2c5041ffb5,cama_mesa_banho,56.0,2079.0,2.0,1000.0,43.0,8.0,33.0
0ad6795586afdad1281b3884f2611ca6,construcao_ferramentas_construcao,40.0,459.0,1.0,250.0,60.0,60.0,11.0
d48e56be99464cbf285a9da17f618165,moveis_decoracao,54.0,584.0,1.0,1200.0,33.0,8.0,23.0
3aa038240692a414f33eaf1d12a44ed1,construcao_ferramentas_construcao,32.0,120.0,1.0,3050.0,16.0,16.0,16.0
d86a0708a75b7ba0080d94dc632fbc23,beleza_saude,37.0,634.0,2.0,200.0,16.0,10.0,16.0
efce86e8447765eda9f3db06491e819a,moveis_decoracao,57.0,108.0,11.0,2800.0,40.0,8.0,35.0
4d817c0fe79db81f4f99f840cadbde0e,moveis_sala,34.0,853.0,1.0,15150.0,38.0,48.0,38.0
f8ca22f13e0b58c30e9a8822f20d9ba9,moveis_decoracao,59.0,601.0,3.0,12200.0,51.0,56.0,36.0
7f10c4dc56e0a914b0552b6c3ab524c2,automotivo,50.0,232.0,1.0,1910.0,23.0,19.0,24.0
5ee76866fa61481c966c02a129dfac08,utilidades_domesticas,59.0,156.0,1.0,717.0,18.0,19.0,15.0
f9e4900e477f557c368d218065353b5a,telefonia_fixa,19.0,282.0,1.0,90.0,19.0,3.0,11.0
9af16e9f03d54065042ad4bd257ed5b0,perfumaria,33.0,1575.0,2.0,900.0,20.0,20.0,20.0
310dc32058903b6416c71faff132df9e,papelaria,36.0,326.0,1.0,300.0,16.0,10.0,11.0
7ddc9c0c8d8ff59c19050d36d2bdcb2a,casa_conforto,57.0,217.0,3.0,1700.0,30.0,20.0,30.0
36ea81e90d1292dcdc3ad8abb09c20fe,bebes,59.0,921.0,4.0,350.0,42.0,27.0,42.0
4c09470b433cef8a5790d7519849a282,automotivo,59.0,1278.0,1.0,3250.0,30.0,30.0,20.0
28492192565141edad4251d6f32d1fe1,esporte_lazer,31.0,831.0,1.0,1238.0,26.0,18.0,19.0
0ff3339eba4028a9dc569a61229c465a,informatica_acessorios,50.0,801.0,5.0,100.0,16.0,4.0,14.0
aa050bcc1f43af01b044c36285bbb87c,construcao_ferramentas_construcao,57.0,1519.0,2.0,450.0,28.0,4.0,13.0
e706d603c40437249cea9606699273a7,brinquedos,59.0,667.0,2.0,1000.0,32.0,30.0,16.0
fb3d7615501eb8155531583652015360,,,,,350.0,16.0,18.0,16.0
591efcfda8812f90d99a864afde3917f,utilidades_domesticas,39.0,362.0,1.0,850.0,30.0,5.0,30.0
b7c472e4bf39b63628ecedc8c9af805d,ferramentas_jardim,30.0,825.0,1.0,3000.0,27.0,10.0,32.0
6ee1607bacba780139e7f7fcd316c1d0,utilidades_domesticas,51.0,127.0,3.0,2100.0,43.0,30.0,11.0
5c76a53f09257b80bd0ff36472ef6b82,market_place,59.0,125.0,1.0,800.0,25.0,37.0,36.0
d934d5a5c12e50df26c0669f578e2621,informatica_acessorios,49.0,340.0,1.0,300.0,48.0,8.0,20.0
55b04296824029ae20bbeb3b200e69d0,moveis_decoracao,54.0,785.0,6.0,1300.0,60.0,12.0,12.0
e966f10c28b89ceb60d3c2dfb7144b12,moveis_decoracao,32.0,310.0,1.0,4100.0,49.0,13.0,38.0
0b33e28a934b68a0475650499b9ae509,esporte_lazer,42.0,1203.0,4.0,250.0,20.0,34.0,44.0
8b91b9d3fea3a20b5ab4ffa874fdb062,instrumentos_musicais,51.0,846.0,4.0,7600.0,30.0,30.0,30.0
ab29bedd6685cf84ec913965978c9d3a,automotivo,58.0,1276.0,4.0,1350.0,21.0,21.0,21.0
05fa60020215fd65f8f8b9dd441f864b,beleza_saude,32.0,324.0,1.0,250.0,23.0,9.0,14.0
0a8364a63342dab8877bc3e5eb7cff6c,utilidades_domesticas,50.0,298.0,1.0,6050.0,30.0,40.0,30.0
1fde7ac241af066577f1b1602435beaf,moveis_decoracao,56.0,1941.0,4.0,2450.0,105.0,3.0,70.0
